bmi,sex,age,quantile,Belgium,Bulgaria,Czechia,Germany,Estonia,Ireland,Spain,France,Cyprus,Latvia,Luxembourg,Malta,Austria,Poland,Romania,Slovenia,Slovakia,Turkey
18.5-25,F,TOTAL,QU1,50.7,41.2,33.5,40.5,34.4,43.4,37.8,:,41.8,50.5,40.8,38.9,46.2,42.4,50.5,36,33.1,46.9
18.5-25,F,TOTAL,QU2,51.8,43.9,41.1,47.9,44.1,41.1,47.9,:,49.5,35.2,39.5,33.3,53.6,45,54.6,42.2,49.4,44.4
18.5-25,F,TOTAL,QU3,43.2,47,41.8,48.3,41.4,52.8,53.8,:,53.8,43.3,41,42.5,50.8,48.8,59.3,46.8,55.7,46.6
18.5-25,F,TOTAL,QU4,47.1,54.6,50.9,59.1,48.3,53.3,60.8,:,56.1,59.6,48.7,50.4,55.7,52.8,65.6,51,56.6,46.8
18.5-25,F,TOTAL,QU5,65.1,58.7,55.7,61.7,56.9,61.2,65,:,64.6,63.6,53,53.3,64.4,56,54.7,70.4,62.3,48.3
18.5-25,F,TOTAL,TOTAL,54.5,50.7,47.4,52.1,48,48,53.2,57.7,52.8,43.5,45.2,46.0,54.1,50.1,52.8,50.6,52.5,46.6
18.5-25,F,Y18-44,QU1,62.6,61.9,:,57.2,70.5,59.5,54.7,:,72.2,62.8,60.7,61.1,66.2,65.3,62.6,61.9,60.6,55.7
18.5-25,F,Y18-44,QU2,62.8,63.3,62.9,59.5,66.9,65.4,62,:,62.7,56.1,56.1,44.4,69.8,62.9,65.8,62.5,70.7,54.3
18.5-25,F,Y18-44,QU3,58,63.5,69,56.6,61.7,67.7,63.5,:,63.7,62.2,56.6,46.5,61.8,68.7,68.6,61.4,69.1,56.3
18.5-25,F,Y18-44,QU4,57.4,64,58.2,66,64,67.6,68,:,63.7,70.3,60.8,56.6,65.8,68,71.4,59.9,67,57.3
18.5-25,F,Y18-44,QU5,65.6,70,68.1,67.3,66.6,79.8,70.6,:,73.7,72.4,65.9,65.2,70.3,70.6,:,79.5,72.9,60.6
18.5-25,F,Y18-44,TOTAL,63.6,66.5,66.1,64.3,66.3,66.7,64.8,65.5,66,63.3,61.8,57.5,67.1,67.9,64.8,67,70.2,56.6
18.5-25,F,Y45-54,QU1,60.0,38.4,:,43.4,42.3,52.6,43.5,:,41.4,65.2,46.6,33.3,40.1,53.8,40.2,:,43.0,24.9
18.5-25,F,Y45-54,QU2,56.2,55.5,:,46.8,37.5,39.9,50.7,:,50.6,34.6,34.7,32.4,55.1,44.8,36.8,40.1,52.6,25.0
18.5-25,F,Y45-54,QU3,40.3,37.4,17.9,43.6,43,43.5,52.8,:,37.8,34.4,31.5,42.9,50.5,43.2,42.8,38.0,50.2,23
18.5-25,F,Y45-54,QU4,46.8,44.7,31.5,54.6,38.4,38.3,54.2,:,51.2,42.2,48.2,40.0,49.7,43.3,:,34.5,44.9,25.1
18.5-25,F,Y45-54,QU5,72.4,55.8,34.3,61.6,47.6,32.2,62.1,:,55.6,:,42.4,41.2,64.9,44.7,:,59.1,46,30.7
18.5-25,F,Y45-54,TOTAL,56.7,48.4,34.1,52.9,43.6,41.1,53.9,58.9,48.2,37.5,41.4,38.5,53.3,44,38.5,46.4,47.6,25.9
18.5-25,F,Y45-54,UNK,55.5,48.8,37.4,58,47.3,42.5,55.2,58.9,:,:,44.2,38.5,:,41.2,29.6,57.2,42.0,:
18.5-25,F,Y55-64,QU1,43,35.2,:,32.6,21.8,26.4,30.1,:,30.4,23.6,33.9,40.0,36.3,32.8,36.3,18.6,33,30.8
18.5-25,F,Y55-64,QU2,35,26.9,32.2,41.9,28.4,17.7,33.7,:,29.6,25.1,21.6,34.2,33.7,31.6,35.1,26.3,32.4,21.7
18.5-25,F,Y55-64,QU3,35.3,35.3,33.7,41.4,28.8,27.1,34.7,:,36,17.6,27.1,27.0,35.4,30.4,52.3,:,33.8,20.7
18.5-25,F,Y55-64,QU4,42,44.6,35.1,47.8,21.4,35.2,48.1,:,32.5,15.3,24.7,42.3,38.4,28.6,:,:,21.6,23.2
18.5-25,F,Y55-64,QU5,50.5,27.7,33.5,52.2,34,46.6,54.3,:,57.6,:,27.8,27.3,44.4,30.5,:,:,18.4,26.4
18.5-25,F,Y55-64,TOTAL,44.2,34.4,28,42.3,27.5,29.5,40.1,48.3,35.5,20.9,27.3,36.6,37,31.3,36.7,30.9,30,24.6
18.5-25,F,Y65-74,QU1,34.1,31.1,25.6,30.7,26.6,28.0,23.6,:,25.6,:,22,20.6,26.6,27,40.8,24.1,22.5,29.7
18.5-25,F,Y65-74,QU2,50.6,32.4,20.9,42.7,25.5,14.9,24.6,:,29.9,22.2,20.1,17.2,41,27.9,41.8,35.3,23.6,22.1
18.5-25,F,Y65-74,QU3,28.3,35,20.6,31.3,21.9,33.6,32.7,:,38.7,20,31,:,38.9,27.8,:,:,27.6,21.4
18.5-25,F,Y65-74,QU4,26,33.4,:,44.1,35.4,28.7,44.1,:,:,18.1,23.4,:,38.6,33.1,:,:,:,23.1
18.5-25,F,Y65-74,QU5,51.3,24.6,:,46.1,30.1,:,45.1,:,:,:,39.9,:,38.5,31.4,:,:,:,16.5
18.5-25,F,Y65-74,TOTAL,39.8,31,24.1,37.7,27,22.9,29.7,46.7,28.8,21.2,26.3,31.9,35.4,28.4,41.1,29,23.8,24.3
18.5-25,F,Y_GE75,QU1,48.5,45.5,32.7,36.1,37,32,30.0,:,39.4,:,38,:,41.9,37.8,58.9,42.6,25.2,50.2
18.5-25,F,Y_GE75,QU2,46.1,40.7,17.2,34.7,31.9,26.7,33.2,:,38.4,33.6,44,18.2,40.6,32.3,60,:,34.0,43.9
18.5-25,F,Y_GE75,QU3,42.6,32.8,:,:c,35.1,40.8,39.1,:,:,22.9,30.4,:,37.7,29.6,:,:,:,66.7
18.5-25,F,Y_GE75,QU4,38.9,48.9,:,:c,34.4,:,27.3,:,:,:,48.6,:,46,39.4,:,:,:,43.5
18.5-25,F,Y_GE75,QU5,71.5,32.7,:,:c,20.0,:,26.7,:,:,:,:,:,52.1,37.5,:,:,:,16.1
18.5-25,F,Y_GE75,TOTAL,44.6,43,29.7,39.4,35.4,35.4,33.6,48.7,40.7,31.4,38.4,38.6,42,35.5,58.4,38.4,30.4,46.3
18.5-25,M,TOTAL,QU1,52.3,44.8,34.4,38.1,53.7,35.8,34.7,:,43.8,55.5,44.1,28.4,45.5,46.1,42.8,25.9,42.2,51.4
18.5-25,M,TOTAL,QU2,49.3,41.2,27,31.6,50.5,38.1,35.4,:,35.8,41,35.1,26.4,41.3,34.7,39.9,34.8,37.4,45
18.5-25,M,TOTAL,QU3,40.3,39.7,27,36.9,44.7,39,32.6,:,37.3,44.3,33.7,29.7,39.8,34.2,44.5,31.5,39.5,45.4
18.5-25,M,TOTAL,QU4,39.7,40.3,30.6,37.4,42.1,34.6,38.3,:,39,39.6,37.9,31.4,42.7,35.8,43.1,27.1,41.9,45.7
18.5-25,M,TOTAL,QU5,44.8,39.7,46.4,41.8,41.4,31.1,39.6,:,39.8,37.2,40,29.1,45.1,36.1,40.0,33.1,39.1,41.4
18.5-25,M,TOTAL,TOTAL,44.5,41.1,33.9,39.1,44,35.4,36.8,47.8,38.3,42.9,37.7,29.3,42.8,35.8,41.9,32.9,40.4,46.2
18.5-25,M,TOTAL,UNK,46,44.2,31.7,44.6,46.1,35,40.1,47.8,29.6,:,37.5,30.0,:,33.9,46.7,37.8,44.2,49.3
18.5-25,M,Y18-44,QU1,57.7,55.2,:,52.5,71.9,36.3,48,:,57.9,60.8,51.5,47.1,60.4,53.4,51.2,26.1,60.9,56.7
18.5-25,M,Y18-44,QU2,59.1,46.2,47.1,39.1,63.1,47.5,45.3,:,41.2,53.5,47.6,32,54.6,45.9,48.4,50.1,48.3,52.5
18.5-25,M,Y18-44,QU3,52.4,42.4,37.8,47.5,54.5,54.1,38.7,:,47.5,54.6,43.9,33.3,51.4,42.6,50.8,38.1,51.1,53.9
18.5-25,M,Y18-44,QU4,52.5,47.1,40,43.4,51.5,42.8,46.9,:,47.9,45.4,43.3,41.6,52.3,45.4,52.3,36,49.6,52.7
18.5-25,M,Y18-44,QU5,52.9,49.8,54,51.5,47.4,43,48.8,:,51.9,46.8,52.6,37.1,56,44.8,:,40.9,48.1,49.1
18.5-25,M,Y18-44,TOTAL,55.3,48.6,44.1,49.6,50.7,46.1,45.9,60.2,47.3,52.2,47.8,37.8,54.5,44.7,49.9,42.1,50.5,53.3
18.5-25,M,Y18-44,UNK,59.2,51.1,39.3,56.6,52,46.4,49.6,60.2,33.4,:,48.4,40.5,:,42.8,51.1,47.5,53.5,54.1
18.5-25,M,Y45-54,QU1,42.0,50.4,:,37.6,54.2,:,30.9,:,:,59.7,38.4,19.1,30.6,43.3,33.5,25.3,38.6,40.2
18.5-25,M,Y45-54,QU2,50.9,41.0,:,34.7,43.8,45.4,27.4,:,32.1,40.7,26.1,21.1,30.3,28.2,27.1,8.5,28.4,31.7
18.5-25,M,Y45-54,QU3,44.2,36.4,22.3,28,45.6,31.3,24.8,:,30.2,31.3,20.8,28.0,27.4,26,33.1,20.7,27.1,29.4
18.5-25,M,Y45-54,QU4,29.5,30.4,6.7,33.1,35.6,27.6,26.4,:,34.7,27.6,34.3,24.3,34.8,22.9,:,14.5,30.6,27.7
18.5-25,M,Y45-54,QU5,36.8,22.5,36.6,36.4,27.2,14.9,30.2,:,25.2,:,18.9,25,32,25.6,:,21.7,26.2,27.2
18.5-25,M,Y45-54,TOTAL,38.7,31.2,26.7,33.4,34.8,28.4,28.4,37.9,30.6,33.9,25.6,24.9,31.6,26.4,30.7,20.5,29.3,31.3
18.5-25,M,Y45-54,UNK,41.7,32.5,26.0,32.6,30.9,27.4,32.1,37.9,:,:,17.5,27.0,:,23.4,40.6,28.6,31.1,:
18.5-25,M,Y55-64,QU1,55.0,36.8,:,:c,51.1,:,25.8,:,29.8,50.6,40.5,16.7,31.3,43.4,34.8,23.2,43.0,40.5
18.5-25,M,Y55-64,QU2,35.6,36.9,8.5,:c,39.9,13.8,24.5,:,25.8,34.5,28.7,20.0,32.4,23.6,24.5,31.1,26.3,28.7
18.5-25,M,Y55-64,QU3,30.4,27.3,14.3,23.8,35.5,14.5,26.5,:,21.7,31.5,25.6,22.2,23.8,26.1,35.4,:,20.6,27.3
18.5-25,M,Y55-64,QU4,31.2,30,13.2,26,29.5,17.8,16.6,:,12.8,25.4,31.9,25.0,25.3,22.1,:,:,19.8,42.1
18.5-25,M,Y55-64,QU5,24.5,26.4,34.2,30.3,31.3,:,22.9,:,26.7,:,24.3,11.1,33.5,23.2,:,26.7,17.3,28.3
18.5-25,M,Y55-64,TOTAL,29.4,30.8,18.3,26.4,35.2,20,23.9,35.4,23.4,32.8,29.7,17.8,29.5,26.3,31.3,26.9,23.1,33.5
18.5-25,M,Y55-64,UNK,25.7,:,9.9,28.8,38.4,22.7,28.2,35.4,:,:,28.0,18.2,:,26.3,45.0,22.8,21.6,:
18.5-25,M,Y65-74,QU1,45.9,34.5,:,31.3,43,:,21.7,:,33.9,:,34.2,23.5,31.4,39.5,36.5,:,31.1,41.7
18.5-25,M,Y65-74,QU2,39.2,38.7,:,24.7,37.9,17.0,19.2,:,30,24.8,27.2,21.1,22.9,25.7,29.4,29.4,30,34.5
18.5-25,M,Y65-74,QU3,27.9,50.6,20.8,29.3,41.8,17.9,19,:,17.8,31.1,19.8,16.7,28.7,24.5,:,:,24.8,23.6
18.5-25,M,Y65-74,QU4,29.1,37.5,:,33.2,22.8,25.4,33.8,:,14.9,:,22.0,:,26.5,26,:,:,:,27.1
18.5-25,M,Y65-74,QU5,40.6,19.3,:,30.6,31.5,29.3,37.7,:,26.9,:,30.3,:,29.1,20.1,:,:,:,18.2
18.5-25,M,Y65-74,TOTAL,36.8,36,20.4,29.4,36.8,21.2,24.1,32.9,28.1,28.2,25.9,20.7,27,24.8,34.7,23.2,28.4,31.5
18.5-25,M,Y65-74,UNK,44,:,:,30.4,35.3,20.2,28.7,32.9,:,:,:,22.9,:,17.1,32.3,24.8,:,:
18.5-25,M,Y_GE75,QU1,49.8,48.9,:,:c,45.1,:,29,:,46.4,:,44.0,:,36.3,38.2,44.4,:,24.6,50.6
18.5-25,M,Y_GE75,QU2,46.7,42.6,:,:c,45.9,44.3,33.9,:,45.8,37.7,22.9,42.9,32.8,30.1,48.4,:,33.4,43.2
18.5-25,M,Y_GE75,QU3,33.6,50.2,29.5,:c,41.3,:,33.2,:,:,22.4,31.5,:,34.1,33.9,:,:,:,27.7
18.5-25,M,Y_GE75,QU4,38.3,:,:,:c,35.5,27.5,35.7,:,:,:,38.6,:,46,34.3,:,:,:,30.6
18.5-25,M,Y_GE75,QU5,57.8,:,:,:c,57.1,:,31.1,:,:,:,:,:,48.8,32.3,:,:,:,:
18.5-25,M,Y_GE75,TOTAL,40.7,47.7,28.7,33.7,43.2,34,31.5,40.6,41.9,30.8,33,32.5,37.9,33.5,44.6,26.4,33.9,43.6
18.5-25,M,Y_GE75,UNK,37.9,:,:,:c,42.5,32.9,27.8,40.6,:,:,:,10.0,:,36.1,37.9,:,:,:
18.5-25,T,TOTAL,QU1,51.4,42.6,33.8,39.6,39.6,40.9,36.5,:,42.5,53.1,42,34.7,46,43.7,47.2,32.2,36,49.2
18.5-25,T,TOTAL,QU2,50.8,42.6,35.7,39.9,46.6,39.8,41.7,:,42.7,37.4,37.5,30.0,47.8,40.5,47.5,38.4,44.2,44.7
18.5-25,T,TOTAL,QU3,41.9,43.3,34.7,42.2,42.7,46.3,43,:,45.5,43.8,37.2,35.7,45.1,42,52.8,38.6,47.7,46
18.5-25,T,TOTAL,QU4,43.5,47.7,40.3,47.1,45.4,43.6,48.7,:,47.3,49.9,43.7,40.5,49.2,44.8,55.6,39.5,48.8,46.2
18.5-25,T,TOTAL,QU5,54.8,49.3,50.6,50.1,48.7,45.4,51.7,:,51.9,49.3,46.5,40.8,53.8,46.4,46.6,50.5,49.4,44.6
18.5-25,T,TOTAL,TOTAL,49.7,46.2,40.9,45.7,46.2,41.9,45,53.1,45.8,43.2,41.7,38.0,48.7,43.6,47.8,41.8,46.7,46.4
18.5-25,T,TOTAL,UNK,51.7,51.9,42.8,50.7,53.2,39.9,48,53.1,47.1,:,47,41.3,:,43.8,52.7,45.7,52.7,53.6
18.5-25,T,Y18-44,QU1,60.1,58.6,59.3,54.9,71.1,49.4,51.6,:,66.2,61.6,56,56.6,63.7,59.6,57.3,42.8,60.7,56.2
18.5-25,T,Y18-44,QU2,61.1,55.5,56.9,49.1,65.3,57.2,53.5,:,52.1,54.9,52,39.3,62.3,54.9,57.4,55.8,60.2,53.4
18.5-25,T,Y18-44,QU3,55.1,52.2,54.6,51.8,59.2,61.7,50.9,:,56,58.3,49.6,39.5,56.2,56,60.6,49,60.1,55.1
18.5-25,T,Y18-44,QU4,55,55.8,49.2,54.1,58,54.6,56.7,:,55.8,58.4,52.5,49.4,59.2,57.1,63.7,49.3,57.8,54.9
18.5-25,T,Y18-44,QU5,59.6,59.8,60.6,58.4,56.2,61.5,59.6,:,63,57.7,59.1,51.1,62.7,57.9,60.4,58.7,59.5,54.4
18.5-25,T,Y18-44,TOTAL,59.6,57.5,55.2,56.7,58.5,56.4,55.1,62.9,57.1,57.7,54.7,48.2,60.8,56.8,57.8,53.9,60.1,54.9
18.5-25,T,Y18-44,UNK,63.2,58.7,54.6,63.3,62.3,54.7,57.3,62.9,48.9,:,61.1,52.2,:,56.5,61.4,56.5,64.6,61.7
18.5-25,T,Y45-54,QU1,51.6,43.9,:,40.9,48.5,51.1,37.5,:,39.4,62.3,42.9,26.7,36.4,48.5,37.2,28.8,40.9,33.3
18.5-25,T,Y45-54,QU2,53.1,48.6,:,41,39.4,42.8,39.5,:,41,37.3,30.4,26.4,42.8,37.7,32.2,23.2,42,28.6
18.5-25,T,Y45-54,QU3,41.8,36.9,20.3,34.7,44,36.6,38.3,:,33.9,33,25.7,34.1,40.1,35.3,39,28.7,39.8,26.6
18.5-25,T,Y45-54,QU4,38.6,38,18.8,42.9,37.2,33,40,:,42.8,34.7,42.5,30.7,42.2,34.1,34.7,25.2,37.1,26.5
18.5-25,T,Y45-54,QU5,52.5,39.6,35.6,47.2,37.4,23.4,45.6,:,41.3,:,30.1,33.3,46.3,35.7,:,43,35,28.9
18.5-25,T,Y45-54,TOTAL,47.7,40.1,30.3,42.9,39.6,34.8,41.1,49,39.6,35.8,33.6,32.0,42.5,36,34.9,33.1,38.5,28.8
18.5-25,T,Y45-54,UNK,48.8,40.5,32.1,46.5,39.6,35.4,43.9,49,44.9,:,30.2,34.3,:,33.1,34.8,42,36.2,53.4
18.5-25,T,Y55-64,QU1,48.7,35.8,18.9,29.4,31.3,32.0,28.3,:,30.2,38.3,36.1,30.5,34.4,36.8,35.7,20.6,35.8,35.8
18.5-25,T,Y55-64,QU2,35.2,31.3,21.8,33.2,33.9,16,29.6,:,27.8,28.5,24.8,27.6,33.1,28.2,29.9,28.7,30.2,25.6
18.5-25,T,Y55-64,QU3,32.9,31.5,25.1,32.2,31,21.9,30.5,:,28.5,23.8,26.4,25,29.8,28.5,43.6,25.3,27.2,24.3
18.5-25,T,Y55-64,QU4,36.5,36.8,22.8,34.5,25.3,25.6,29,:,21.9,21.1,28.2,34,32,25.7,:,34.7,20.5,33.4
18.5-25,T,Y55-64,QU5,36.2,27,33.9,38.2,32.6,33.8,36.2,:,38.5,:,26.1,17.2,37.7,27.1,:,33.3,17.6,27.4
18.5-25,T,Y55-64,TOTAL,36.8,32.8,23.2,34.4,30.9,25,32.1,41.9,29.6,26,28.4,27.7,33.4,29.1,34.3,28.9,26.8,29.3
18.5-25,T,Y55-64,UNK,36.8,48.6,15,37.2,35.4,25.5,37.6,41.9,36.6,:,24.6,31.2,:,30.4,43.6,31.3,23.5,:
18.5-25,T,Y65-74,QU1,38.5,32.3,21.2,30.9,29.5,27.6,22.9,:,28.6,:,25.8,21.6,27.9,30.2,39.1,22.8,24.5,35.1
18.5-25,T,Y65-74,QU2,46.8,35.5,20.4,34,29.4,15.6,22.1,:,29.9,23.1,23,19.4,32.2,26.9,35.7,32.2,26.5,29.4
18.5-25,T,Y65-74,QU3,28.1,42.7,20.7,30.2,32,24.8,25.5,:,25.5,24.7,26.2,29.4,33.5,26.3,37.7,26.1,25.9,22.5
18.5-25,T,Y65-74,QU4,27.6,35.5,:,37.6,29.4,27.3,38.5,:,24.2,25.7,22.8,11.8,32.2,29.7,:,:,21.1,25.2
18.5-25,T,Y65-74,QU5,45.6,22,:,36.6,30.8,28.1,40.5,:,23.4,:,35.1,40.0,33,25.1,:,:,:,17.4
18.5-25,T,Y65-74,TOTAL,38.4,33.1,22.6,33.9,30.7,22.1,27.1,40.6,28.5,23.8,26.1,26.4,31.5,26.9,38.4,26.4,25.7,28.0
18.5-25,T,Y65-74,UNK,47.3,:,22.3,36.2,36.0,21,32.9,40.6,:,:,32.2,32.4,:,22.5,40.5,23.6,28.4,:
18.5-25,T,Y_GE75,QU1,48.8,46.6,31.3,32.5,38.1,31.7,29.6,:,42.1,:,39,38.7,40.9,37.8,53.6,42.1,25,50.4
18.5-25,T,Y_GE75,QU2,46.3,41.8,17.1,32.2,36.7,34.5,33.6,:,42.2,34.6,34.7,30.2,37.7,31.5,54.4,25.6,33.8,43.6
18.5-25,T,Y_GE75,QU3,38.5,41.2,24.6,54.1,38.3,43.3,36.3,:,34.1,22.8,30.9,47.4,35.8,31.5,41.1,:,46.7,49.9
18.5-25,T,Y_GE75,QU4,38.5,52.8,:,:c,34.7,28.5,31.8,:,:,:,43.6,:,46,37.2,:,:,:,37.7
18.5-25,T,Y_GE75,QU5,64.1,34.0,:,:c,31.7,:,28.5,:,:,:,27.4,:,50.4,35.5,:,:,:,29.1
18.5-25,T,Y_GE75,TOTAL,43.1,44.8,29.4,37.3,37.7,34.8,32.7,45.5,41.2,31.2,36.6,35.6,40.6,34.9,53.2,34.3,31.6,45.1
18.5-25,T,Y_GE75,UNK,40.3,:,31.3,36.9,45.8,35.4,36.5,45.5,:,:,44.0,33.3,:,36.6,45.6,38.6,:,:
25-30,F,TOTAL,QU1,27.8,40.5,40,33.3,37.4,35.3,35.3,:,33.5,23.8,32.1,27.1,34.4,34.6,38.6,36.9,36.1,27.4
25-30,F,TOTAL,QU2,24.8,39.5,31.1,30.4,29.4,34.7,31.9,:,28.8,35.4,34.8,34.3,29.4,32.3,33.6,37.2,30.2,31.1
25-30,F,TOTAL,QU3,31,37.8,34.3,30.9,29.8,31.7,28.6,:,28,33.7,35.1,34.7,32.4,31.5,30.6,37,26.4,29.8
25-30,F,TOTAL,QU4,32.5,30,23.2,26.3,25.7,29.2,25,:,26.4,26,27.8,24.5,28.1,29.8,29.3,32.5,24.5,28.6
25-30,F,TOTAL,QU5,20.7,26.4,28.7,25.2,21.5,23.1,24.4,:,21.2,23.3,27.9,29.3,23.5,26.9,36.7,18.6,20.6,28.9
25-30,F,TOTAL,TOTAL,26.8,33,30,28.8,27.1,31.3,29,24.5,27.7,32.7,31.1,29.6,29.5,30.4,36.1,30.7,27.3,29.1
25-30,F,TOTAL,UNK,26.9,20.1,27,27.1,22.9,32.1,27.9,24.5,19.2,:,23,28.0,:,29.1,32.8,26.2,23.2,15.3
25-30,F,Y18-44,QU1,24.7,25.7,:,20.2,17.3,23.1,25.9,:,15.1,16.1,17.6,22.2,20.4,19.6,29.3,19.8,21.7,22.5
25-30,F,Y18-44,QU2,12.9,21.4,9.9,23.9,15.5,17.8,23.1,:,21,30.4,21.4,25.0,17.1,22,24.5,19.5,12.7,24.7
25-30,F,Y18-44,QU3,21.5,24.3,18.3,24.7,20.8,22.7,22.7,:,18.9,24,19.1,33.3,25.6,19.6,20.3,30,18.3,25.6
25-30,F,Y18-44,QU4,26,20.1,18,21.7,18,19.8,20.1,:,20.6,20,18.2,21.7,19.9,20.4,26.4,23.9,17.1,25
25-30,F,Y18-44,QU5,17.8,14.1,18.2,21.5,16.4,10.6,16.3,:,12.7,17.4,19,18.1,18.4,17.7,:,13.7,13.8,22.5
25-30,F,Y18-44,TOTAL,20.2,18,16.7,20.4,17,19.7,20.9,17.9,17.9,24,18.7,22.8,20,19.3,26.2,19.9,15.5,24
25-30,F,Y18-44,UNK,20.2,11.6,13.9,15.8,13.5,20.5,18.5,17.9,8.1,:,15.3,20.4,:,17.7,22.2,17,11.1,5.6
25-30,F,Y45-54,QU1,20.1,47.7,:,29.3,35.0,32.1,30.2,:,29.3,22.5,21.2,37.5,34.4,29.9,43.8,:,35.1,36.3
25-30,F,Y45-54,QU2,26.6,31.1,:,27.9,33.8,25.6,34,:,24.7,31.2,38.5,44.1,30.3,33.9,49.8,37.6,34.1,42.4
25-30,F,Y45-54,QU3,33.5,45.1,60.3,31.4,35,30,26.1,:,41.6,37.4,43.8,31.4,31.2,36.7,48.1,33.7,33.6,39.4
25-30,F,Y45-54,QU4,29.9,45.4,33.0,31.2,30.9,44.7,28.5,:,31.6,36.1,32.6,40.0,35.5,37.4,:,42.7,31.1,41
25-30,F,Y45-54,QU5,20.5,35.6,52.2,24.9,27.2,51.8,30.5,:,30.7,:,31.8,43.1,23.7,38.1,:,27.4,36.1,38.4
25-30,F,Y45-54,TOTAL,26.1,39.5,44.9,28.7,31,34.4,30.3,25,32.4,34.7,33.1,39.6,30.5,36.5,47.1,33.8,34,39.4
25-30,F,Y45-54,UNK,26.4,26.7,46.4,28.3,34.1,29.5,31.9,25,:,:,30.4,39.5,:,37.7,57.6,31.5,35.9,:
25-30,F,Y55-64,QU1,13.6,43.8,:,35.3,34.4,48.0,37.8,:,38.4,30.3,35.7,20.0,36.9,34.5,50.3,39.6,28.1,37.8
25-30,F,Y55-64,QU2,25.1,55.6,43.3,33,35.6,56.7,37.2,:,42.1,38.4,38.5,31.7,40,37.3,47.5,50.6,39.4,46.0
25-30,F,Y55-64,QU3,38.2,43.2,37.2,33.2,29.8,52.1,41.5,:,44,46.7,45.7,51.4,42.6,40.3,39.7,:,35.4,41.7
25-30,F,Y55-64,QU4,34.5,36.6,35.2,33.9,37.1,34.4,38.6,:,44.5,36.1,49.9,19.2,39.8,41.8,:,:,54.4,23.9
25-30,F,Y55-64,QU5,36.6,52.8,42.6,32.6,35,26.4,41,:,29.9,:,55.3,45.5,34.8,39,:,:,29.6,45.3
25-30,F,Y55-64,TOTAL,33.3,46.2,42.7,34.2,34.2,43.4,39.1,32,40.7,41.8,43.2,32.8,39.1,39.1,48.7,40.3,38.8,39.1
25-30,F,Y55-64,UNK,34.9,:,44.7,35.7,39.8,43.4,39.2,32,:,:,38.0,30.2,:,39.8,44.1,31.9,50.7,:
25-30,F,Y65-74,QU1,45.6,47.1,34.7,37.8,40.9,38.6,43,:,45.1,:,44.3,32.4,49.9,44.3,47.7,51.0,34.7,36.0
25-30,F,Y65-74,QU2,30.1,47.4,41.7,37.5,46.1,46.2,47,:,43.6,40,54,51.7,38.5,39.7,43.8,42.3,50,47.2
25-30,F,Y65-74,QU3,35.4,55.8,44.9,44.9,37.7,38.3,43,:,45.2,43.8,51.8,:,43.5,44.3,:,:,37.4,39.9
25-30,F,Y65-74,QU4,51.3,52.2,:,:c,33.3,40.6,35.5,:,:,67.7,27.7,:,38.4,41,:,:,:,43
25-30,F,Y65-74,QU5,27.2,55.5,:,:c,24.8,:,45.8,:,:,:,37.1,:,55.5,41.8,:,:,:,26.0
